group_id,type,input_text,target_text,facts,masked_rules,question,missing_rule
0f74bd75-a56c-49ff-a4e5-7c61eeffa159,stage1_generative_cold_rough,"Given the following information:

Facts: Anne is blue or green

Rules:
- If someone is blue then they are cold.
- If someone is green then they are cold.
- If someone is not young then they are not rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Anne is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is cold then they are rough.,Anne is blue or green,If someone is blue then they are cold. | If someone is green then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Anne is cold.,If someone is cold then they are rough.
c8502abf-2de8-4ff2-8bcd-6f1ff62e284f,stage1_generative_young_cold,"Given the following information:

Facts: Anne is blue or green

Rules:
- If someone is blue then they are cold.
- If someone is green then they are cold.
- If someone is cold then they are rough.
- If someone is not young then they are not rough.
- If someone is young then they are nice.

Question: Q1: Anne is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is young then they are cold.,Anne is blue or green,If someone is blue then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Anne is cold.,If someone is young then they are cold.
0c7e390a-ca0a-4933-94a9-80abf7e8242d,stage1_generative_contrapositive,"Given the following information:

Facts: Anne is blue or green

Rules:
- If someone is blue then they are cold.
- If someone is green then they are cold.
- If someone is cold then they are rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Anne is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is not young then they are not rough.,Anne is blue or green,If someone is blue then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Anne is cold.,If someone is not young then they are not rough.
8e140302-04fe-46ca-9da5-137db5fe9e5c,stage1_generative_cold_rough,"Given the following information:

Facts: Bob is red or blue

Rules:
- If someone is red then they are cold.
- If someone is blue then they are cold.
- If someone is not young then they are not rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Bob is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is cold then they are rough.,Bob is red or blue,If someone is red then they are cold. | If someone is blue then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Bob is cold.,If someone is cold then they are rough.
f299a9d3-8fb2-4897-bd99-856610f36f02,stage1_generative_young_cold,"Given the following information:

Facts: Bob is red or blue

Rules:
- If someone is red then they are cold.
- If someone is blue then they are cold.
- If someone is cold then they are rough.
- If someone is not young then they are not rough.
- If someone is young then they are nice.

Question: Q1: Bob is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is young then they are cold.,Bob is red or blue,If someone is red then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Bob is cold.,If someone is young then they are cold.
fc5c678f-4edf-43bd-a5f0-eb9a13dc5ef7,stage1_generative_contrapositive,"Given the following information:

Facts: Bob is red or blue

Rules:
- If someone is red then they are cold.
- If someone is blue then they are cold.
- If someone is cold then they are rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Bob is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is not young then they are not rough.,Bob is red or blue,If someone is red then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Bob is cold.,If someone is not young then they are not rough.
c6f5d3a7-09b7-46ef-976e-c01c960e569c,stage1_generative_cold_rough,"Given the following information:

Facts: Emma is yellow or green

Rules:
- If someone is yellow then they are cold.
- If someone is green then they are cold.
- If someone is not young then they are not rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Emma is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is cold then they are rough.,Emma is yellow or green,If someone is yellow then they are cold. | If someone is green then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Emma is cold.,If someone is cold then they are rough.
61bb0669-3178-4523-8fa4-e55366d29141,stage1_generative_young_cold,"Given the following information:

Facts: Emma is yellow or green

Rules:
- If someone is yellow then they are cold.
- If someone is green then they are cold.
- If someone is cold then they are rough.
- If someone is not young then they are not rough.
- If someone is young then they are nice.

Question: Q1: Emma is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is young then they are cold.,Emma is yellow or green,If someone is yellow then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Emma is cold.,If someone is young then they are cold.
0d0d3d5a-c93a-4bef-984c-bbfea04e3056,stage1_generative_contrapositive,"Given the following information:

Facts: Emma is yellow or green

Rules:
- If someone is yellow then they are cold.
- If someone is green then they are cold.
- If someone is cold then they are rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Emma is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is not young then they are not rough.,Emma is yellow or green,If someone is yellow then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Emma is cold.,If someone is not young then they are not rough.
5df67a46-f8d1-4877-b03c-6e614835340d,stage1_generative_cold_rough,"Given the following information:

Facts: Bob is green or yellow

Rules:
- If someone is green then they are cold.
- If someone is yellow then they are cold.
- If someone is not young then they are not rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Bob is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is cold then they are rough.,Bob is green or yellow,If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Bob is cold.,If someone is cold then they are rough.
24133073-f014-48fc-a9c4-fe2a82746581,stage1_generative_young_cold,"Given the following information:

Facts: Bob is green or yellow

Rules:
- If someone is green then they are cold.
- If someone is yellow then they are cold.
- If someone is cold then they are rough.
- If someone is not young then they are not rough.
- If someone is young then they are nice.

Question: Q1: Bob is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is young then they are cold.,Bob is green or yellow,If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Bob is cold.,If someone is young then they are cold.
39df7c81-c83c-4842-9b73-0df037c8f056,stage1_generative_contrapositive,"Given the following information:

Facts: Bob is green or yellow

Rules:
- If someone is green then they are cold.
- If someone is yellow then they are cold.
- If someone is cold then they are rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Bob is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is not young then they are not rough.,Bob is green or yellow,If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Bob is cold.,If someone is not young then they are not rough.
b86a0480-89ff-4124-a79f-ca766db473ca,stage1_generative_cold_rough,"Given the following information:

Facts: Emma is yellow or blue

Rules:
- If someone is yellow then they are cold.
- If someone is blue then they are cold.
- If someone is not young then they are not rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Emma is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is cold then they are rough.,Emma is yellow or blue,If someone is yellow then they are cold. | If someone is blue then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Emma is cold.,If someone is cold then they are rough.
30fe0303-31f5-4db9-be1d-233a7a898cf2,stage1_generative_young_cold,"Given the following information:

Facts: Emma is yellow or blue

Rules:
- If someone is yellow then they are cold.
- If someone is blue then they are cold.
- If someone is cold then they are rough.
- If someone is not young then they are not rough.
- If someone is young then they are nice.

Question: Q1: Emma is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is young then they are cold.,Emma is yellow or blue,If someone is yellow then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Emma is cold.,If someone is young then they are cold.
2fe72f62-95b2-4915-ba62-dc90c7ac6063,stage1_generative_contrapositive,"Given the following information:

Facts: Emma is yellow or blue

Rules:
- If someone is yellow then they are cold.
- If someone is blue then they are cold.
- If someone is cold then they are rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Emma is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is not young then they are not rough.,Emma is yellow or blue,If someone is yellow then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Emma is cold.,If someone is not young then they are not rough.
e34eb14f-78d0-4053-a564-b1834d5f88f9,stage1_generative_cold_rough,"Given the following information:

Facts: Anne is green or red

Rules:
- If someone is green then they are cold.
- If someone is red then they are cold.
- If someone is not young then they are not rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Anne is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is cold then they are rough.,Anne is green or red,If someone is green then they are cold. | If someone is red then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Anne is cold.,If someone is cold then they are rough.
316c7f9c-094e-4226-9578-83dd334d68a1,stage1_generative_young_cold,"Given the following information:

Facts: Anne is green or red

Rules:
- If someone is green then they are cold.
- If someone is red then they are cold.
- If someone is cold then they are rough.
- If someone is not young then they are not rough.
- If someone is young then they are nice.

Question: Q1: Anne is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is young then they are cold.,Anne is green or red,If someone is green then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Anne is cold.,If someone is young then they are cold.
285ca9a3-51b2-4c7b-b3f8-2c4aace1869e,stage1_generative_contrapositive,"Given the following information:

Facts: Anne is green or red

Rules:
- If someone is green then they are cold.
- If someone is red then they are cold.
- If someone is cold then they are rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Anne is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is not young then they are not rough.,Anne is green or red,If someone is green then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Anne is cold.,If someone is not young then they are not rough.
543153eb-59fd-4d1d-9160-ffb1d4007708,stage1_generative_cold_rough,"Given the following information:

Facts: Helen is yellow or blue

Rules:
- If someone is yellow then they are cold.
- If someone is blue then they are cold.
- If someone is not young then they are not rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Helen is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is cold then they are rough.,Helen is yellow or blue,If someone is yellow then they are cold. | If someone is blue then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is cold then they are rough.
dfe7184b-1248-46ed-8ce8-56300c3ab3b8,stage1_generative_young_cold,"Given the following information:

Facts: Helen is yellow or blue

Rules:
- If someone is yellow then they are cold.
- If someone is blue then they are cold.
- If someone is cold then they are rough.
- If someone is not young then they are not rough.
- If someone is young then they are nice.

Question: Q1: Helen is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is young then they are cold.,Helen is yellow or blue,If someone is yellow then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is young then they are cold.
768c9e91-cadf-4c0b-b910-6fe7f2e388fb,stage1_generative_contrapositive,"Given the following information:

Facts: Helen is yellow or blue

Rules:
- If someone is yellow then they are cold.
- If someone is blue then they are cold.
- If someone is cold then they are rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Helen is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is not young then they are not rough.,Helen is yellow or blue,If someone is yellow then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is not young then they are not rough.
293a979b-72ce-4ac6-bdd5-0a1ea46b50e6,stage1_generative_cold_rough,"Given the following information:

Facts: Grace is blue or yellow

Rules:
- If someone is blue then they are cold.
- If someone is yellow then they are cold.
- If someone is not young then they are not rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Grace is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is cold then they are rough.,Grace is blue or yellow,If someone is blue then they are cold. | If someone is yellow then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Grace is cold.,If someone is cold then they are rough.
3db7490f-2e67-42dd-9432-1ec1427844f3,stage1_generative_young_cold,"Given the following information:

Facts: Grace is blue or yellow

Rules:
- If someone is blue then they are cold.
- If someone is yellow then they are cold.
- If someone is cold then they are rough.
- If someone is not young then they are not rough.
- If someone is young then they are nice.

Question: Q1: Grace is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is young then they are cold.,Grace is blue or yellow,If someone is blue then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Grace is cold.,If someone is young then they are cold.
72088efa-9acf-42a0-997d-1eaf52090c41,stage1_generative_contrapositive,"Given the following information:

Facts: Grace is blue or yellow

Rules:
- If someone is blue then they are cold.
- If someone is yellow then they are cold.
- If someone is cold then they are rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Grace is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is not young then they are not rough.,Grace is blue or yellow,If someone is blue then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Grace is cold.,If someone is not young then they are not rough.
cf579d65-d194-498e-ba1b-41ee1ba21958,stage1_generative_cold_rough,"Given the following information:

Facts: Bob is yellow or green

Rules:
- If someone is yellow then they are cold.
- If someone is green then they are cold.
- If someone is not young then they are not rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Bob is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is cold then they are rough.,Bob is yellow or green,If someone is yellow then they are cold. | If someone is green then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Bob is cold.,If someone is cold then they are rough.
6e138ee1-7c17-4234-99bb-0e62c5bbdbb5,stage1_generative_young_cold,"Given the following information:

Facts: Bob is yellow or green

Rules:
- If someone is yellow then they are cold.
- If someone is green then they are cold.
- If someone is cold then they are rough.
- If someone is not young then they are not rough.
- If someone is young then they are nice.

Question: Q1: Bob is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is young then they are cold.,Bob is yellow or green,If someone is yellow then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Bob is cold.,If someone is young then they are cold.
d3295e8c-10f6-4f95-b078-d42c1e3eb9aa,stage1_generative_contrapositive,"Given the following information:

Facts: Bob is yellow or green

Rules:
- If someone is yellow then they are cold.
- If someone is green then they are cold.
- If someone is cold then they are rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Bob is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is not young then they are not rough.,Bob is yellow or green,If someone is yellow then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Bob is cold.,If someone is not young then they are not rough.
4987766e-0eb0-404d-ae94-51f660852d43,stage1_generative_cold_rough,"Given the following information:

Facts: Helen is blue or red

Rules:
- If someone is blue then they are cold.
- If someone is red then they are cold.
- If someone is not young then they are not rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Helen is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is cold then they are rough.,Helen is blue or red,If someone is blue then they are cold. | If someone is red then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is cold then they are rough.
dbec173f-541b-4b0e-bcd5-c324cf8556dd,stage1_generative_young_cold,"Given the following information:

Facts: Helen is blue or red

Rules:
- If someone is blue then they are cold.
- If someone is red then they are cold.
- If someone is cold then they are rough.
- If someone is not young then they are not rough.
- If someone is young then they are nice.

Question: Q1: Helen is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is young then they are cold.,Helen is blue or red,If someone is blue then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is young then they are cold.
deb1f4bf-0a9d-40e0-a998-7ce5b4741546,stage1_generative_contrapositive,"Given the following information:

Facts: Helen is blue or red

Rules:
- If someone is blue then they are cold.
- If someone is red then they are cold.
- If someone is cold then they are rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Helen is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is not young then they are not rough.,Helen is blue or red,If someone is blue then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is not young then they are not rough.
cb997c98-e53c-458b-86e1-683ca0b961bd,stage1_generative_cold_rough,"Given the following information:

Facts: Frank is blue or yellow

Rules:
- If someone is blue then they are cold.
- If someone is yellow then they are cold.
- If someone is not young then they are not rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Frank is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is cold then they are rough.,Frank is blue or yellow,If someone is blue then they are cold. | If someone is yellow then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Frank is cold.,If someone is cold then they are rough.
05e0a14b-103f-45f2-a325-a52624e24ace,stage1_generative_young_cold,"Given the following information:

Facts: Frank is blue or yellow

Rules:
- If someone is blue then they are cold.
- If someone is yellow then they are cold.
- If someone is cold then they are rough.
- If someone is not young then they are not rough.
- If someone is young then they are nice.

Question: Q1: Frank is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is young then they are cold.,Frank is blue or yellow,If someone is blue then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Frank is cold.,If someone is young then they are cold.
d23289c0-3a6b-45c8-b7ec-e0c21b300397,stage1_generative_contrapositive,"Given the following information:

Facts: Frank is blue or yellow

Rules:
- If someone is blue then they are cold.
- If someone is yellow then they are cold.
- If someone is cold then they are rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Frank is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is not young then they are not rough.,Frank is blue or yellow,If someone is blue then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Frank is cold.,If someone is not young then they are not rough.
ab20a623-5f22-4b58-aa00-a844902d720e,stage1_generative_cold_rough,"Given the following information:

Facts: Anne is blue or red

Rules:
- If someone is blue then they are cold.
- If someone is red then they are cold.
- If someone is not young then they are not rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Anne is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is cold then they are rough.,Anne is blue or red,If someone is blue then they are cold. | If someone is red then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Anne is cold.,If someone is cold then they are rough.
255c192f-6e64-43d5-ac72-7cf46a703a8f,stage1_generative_young_cold,"Given the following information:

Facts: Anne is blue or red

Rules:
- If someone is blue then they are cold.
- If someone is red then they are cold.
- If someone is cold then they are rough.
- If someone is not young then they are not rough.
- If someone is young then they are nice.

Question: Q1: Anne is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is young then they are cold.,Anne is blue or red,If someone is blue then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Anne is cold.,If someone is young then they are cold.
9db65409-985a-43bb-ae79-a675db27b857,stage1_generative_contrapositive,"Given the following information:

Facts: Anne is blue or red

Rules:
- If someone is blue then they are cold.
- If someone is red then they are cold.
- If someone is cold then they are rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Anne is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is not young then they are not rough.,Anne is blue or red,If someone is blue then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Anne is cold.,If someone is not young then they are not rough.
e9170386-ec19-4996-ab47-ba0df655d6ea,stage1_generative_cold_rough,"Given the following information:

Facts: Emma is green or yellow

Rules:
- If someone is green then they are cold.
- If someone is yellow then they are cold.
- If someone is not young then they are not rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Emma is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is cold then they are rough.,Emma is green or yellow,If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Emma is cold.,If someone is cold then they are rough.
76cc8c62-b361-4166-83d5-d31cb7a6338f,stage1_generative_young_cold,"Given the following information:

Facts: Emma is green or yellow

Rules:
- If someone is green then they are cold.
- If someone is yellow then they are cold.
- If someone is cold then they are rough.
- If someone is not young then they are not rough.
- If someone is young then they are nice.

Question: Q1: Emma is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is young then they are cold.,Emma is green or yellow,If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Emma is cold.,If someone is young then they are cold.
c7f8a883-ec8b-4968-b11e-8ee535f892aa,stage1_generative_contrapositive,"Given the following information:

Facts: Emma is green or yellow

Rules:
- If someone is green then they are cold.
- If someone is yellow then they are cold.
- If someone is cold then they are rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Emma is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is not young then they are not rough.,Emma is green or yellow,If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Emma is cold.,If someone is not young then they are not rough.
c19576fd-a46c-4142-96ca-85a7ba7fffce,stage1_generative_cold_rough,"Given the following information:

Facts: Helen is green or yellow

Rules:
- If someone is green then they are cold.
- If someone is yellow then they are cold.
- If someone is not young then they are not rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Helen is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is cold then they are rough.,Helen is green or yellow,If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is cold then they are rough.
7c920624-6bff-4e30-ada9-4b7cc050e6c8,stage1_generative_young_cold,"Given the following information:

Facts: Helen is green or yellow

Rules:
- If someone is green then they are cold.
- If someone is yellow then they are cold.
- If someone is cold then they are rough.
- If someone is not young then they are not rough.
- If someone is young then they are nice.

Question: Q1: Helen is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is young then they are cold.,Helen is green or yellow,If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is young then they are cold.
213ef3d7-c48a-4927-83aa-932c1c70553b,stage1_generative_contrapositive,"Given the following information:

Facts: Helen is green or yellow

Rules:
- If someone is green then they are cold.
- If someone is yellow then they are cold.
- If someone is cold then they are rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Helen is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is not young then they are not rough.,Helen is green or yellow,If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is not young then they are not rough.
4a65582c-1f4b-4770-88b6-08a06c859e24,stage1_generative_cold_rough,"Given the following information:

Facts: Claire is red or blue

Rules:
- If someone is red then they are cold.
- If someone is blue then they are cold.
- If someone is not young then they are not rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Claire is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is cold then they are rough.,Claire is red or blue,If someone is red then they are cold. | If someone is blue then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Claire is cold.,If someone is cold then they are rough.
09910922-53de-46a8-83ce-620f0ee5c008,stage1_generative_young_cold,"Given the following information:

Facts: Claire is red or blue

Rules:
- If someone is red then they are cold.
- If someone is blue then they are cold.
- If someone is cold then they are rough.
- If someone is not young then they are not rough.
- If someone is young then they are nice.

Question: Q1: Claire is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is young then they are cold.,Claire is red or blue,If someone is red then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Claire is cold.,If someone is young then they are cold.
3e9771bf-bb9b-4188-bfc8-9bbf09f53e09,stage1_generative_contrapositive,"Given the following information:

Facts: Claire is red or blue

Rules:
- If someone is red then they are cold.
- If someone is blue then they are cold.
- If someone is cold then they are rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Claire is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is not young then they are not rough.,Claire is red or blue,If someone is red then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Claire is cold.,If someone is not young then they are not rough.
740bfb72-a228-4d10-b787-e933b83e0b15,stage1_generative_cold_rough,"Given the following information:

Facts: Frank is red or green

Rules:
- If someone is red then they are cold.
- If someone is green then they are cold.
- If someone is not young then they are not rough.
- If someone is young then they are cold.
- If someone is young then they are nice.

Question: Q1: Frank is cold.

One critical rule is missing from the rules above. Based on the facts and question, what is the missing rule?

Missing rule:",If someone is cold then they are rough.,Frank is red or green,If someone is red then they are cold. | If someone is green then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Frank is cold.,If someone is cold then they are rough.
