group_id,type,context,candidate_0,candidate_1,candidate_2,candidate_3,correct_answer,facts,masked_rules,question,missing_rule
ffc8df19-6c41-458c-bdc2-24ae15079f97,stage1_bert_contrapositive,Facts: Bob is green or yellow Rules: If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Bob is cold.,If someone is happy then they are sad.,If someone is not young then they are not rough.,If someone is yellow then they are cold.,If someone is green then they are cold.,1,Bob is green or yellow,If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Bob is cold.,If someone is not young then they are not rough.
101bd731-1264-4a95-9d65-d7065ad5301c,stage1_bert_cold_rough,Facts: Grace is red or green Rules: If someone is red then they are cold. | If someone is green then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Grace is cold.,If someone is red then they are cold.,If someone is green then they are cold.,If someone is cold then they are nice.,If someone is cold then they are rough.,3,Grace is red or green,If someone is red then they are cold. | If someone is green then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Grace is cold.,If someone is cold then they are rough.
e040f9c8-8066-4daa-8543-40bc12f6917a,stage1_bert_young_cold,Facts: Grace is red or green Rules: If someone is red then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice. Question: Q1: Grace is cold.,If someone is young then they are rough.,If someone is green then they are cold.,If someone is young then they are cold.,If someone is red then they are cold.,2,Grace is red or green,If someone is red then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Grace is cold.,If someone is young then they are cold.
bba93996-2b62-4be6-b69d-5ad97eaa9a05,stage1_bert_contrapositive,Facts: Grace is red or green Rules: If someone is red then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Grace is cold.,If someone is red then they are cold.,If someone is happy then they are sad.,If someone is not young then they are not rough.,If someone is green then they are cold.,2,Grace is red or green,If someone is red then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Grace is cold.,If someone is not young then they are not rough.
b0e3aceb-d0b0-490d-a81a-c284e8782ba6,stage1_bert_cold_rough,Facts: Anne is blue or green Rules: If someone is blue then they are cold. | If someone is green then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Anne is cold.,If someone is cold then they are rough.,If someone is blue then they are cold.,If someone is cold then they are nice.,If someone is green then they are cold.,0,Anne is blue or green,If someone is blue then they are cold. | If someone is green then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Anne is cold.,If someone is cold then they are rough.
d083597e-4c9d-438c-b444-f03881fc43b4,stage1_bert_young_cold,Facts: Anne is blue or green Rules: If someone is blue then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice. Question: Q1: Anne is cold.,If someone is young then they are rough.,If someone is young then they are cold.,If someone is green then they are cold.,If someone is blue then they are cold.,1,Anne is blue or green,If someone is blue then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Anne is cold.,If someone is young then they are cold.
7559245a-6ce0-46af-a371-e9d6c5e69b7f,stage1_bert_contrapositive,Facts: Anne is blue or green Rules: If someone is blue then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Anne is cold.,If someone is green then they are cold.,If someone is blue then they are cold.,If someone is not young then they are not rough.,If someone is happy then they are sad.,2,Anne is blue or green,If someone is blue then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Anne is cold.,If someone is not young then they are not rough.
ef435198-18c6-495b-b11e-5bd6a7cd42fe,stage1_bert_cold_rough,Facts: Bob is red or blue Rules: If someone is red then they are cold. | If someone is blue then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Bob is cold.,If someone is red then they are cold.,If someone is blue then they are cold.,If someone is cold then they are rough.,If someone is cold then they are nice.,2,Bob is red or blue,If someone is red then they are cold. | If someone is blue then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Bob is cold.,If someone is cold then they are rough.
34e34f14-05e7-4189-9b3f-c8ccdbc9b4f6,stage1_bert_young_cold,Facts: Bob is red or blue Rules: If someone is red then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice. Question: Q1: Bob is cold.,If someone is young then they are rough.,If someone is red then they are cold.,If someone is blue then they are cold.,If someone is young then they are cold.,3,Bob is red or blue,If someone is red then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Bob is cold.,If someone is young then they are cold.
24448632-248a-48b5-98ce-82d20b0128d3,stage1_bert_contrapositive,Facts: Bob is red or blue Rules: If someone is red then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Bob is cold.,If someone is not young then they are not rough.,If someone is happy then they are sad.,If someone is red then they are cold.,If someone is blue then they are cold.,0,Bob is red or blue,If someone is red then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Bob is cold.,If someone is not young then they are not rough.
7b1b9df3-5914-46a3-a49f-a4fa37825c12,stage1_bert_cold_rough,Facts: Emma is yellow or green Rules: If someone is yellow then they are cold. | If someone is green then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Emma is cold.,If someone is yellow then they are cold.,If someone is cold then they are rough.,If someone is green then they are cold.,If someone is cold then they are nice.,1,Emma is yellow or green,If someone is yellow then they are cold. | If someone is green then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Emma is cold.,If someone is cold then they are rough.
721f7f6d-c6a3-4273-a49d-76ec9c6fc48c,stage1_bert_young_cold,Facts: Emma is yellow or green Rules: If someone is yellow then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice. Question: Q1: Emma is cold.,If someone is green then they are cold.,If someone is yellow then they are cold.,If someone is young then they are rough.,If someone is young then they are cold.,3,Emma is yellow or green,If someone is yellow then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Emma is cold.,If someone is young then they are cold.
e0fa65b2-e052-43e2-858f-7f8b8c05e1a3,stage1_bert_contrapositive,Facts: Emma is yellow or green Rules: If someone is yellow then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Emma is cold.,If someone is yellow then they are cold.,If someone is happy then they are sad.,If someone is not young then they are not rough.,If someone is green then they are cold.,2,Emma is yellow or green,If someone is yellow then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Emma is cold.,If someone is not young then they are not rough.
21cfbca7-7bf1-40f5-9e26-8b83af000929,stage1_bert_cold_rough,Facts: Bob is green or yellow Rules: If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Bob is cold.,If someone is yellow then they are cold.,If someone is cold then they are nice.,If someone is cold then they are rough.,If someone is green then they are cold.,2,Bob is green or yellow,If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Bob is cold.,If someone is cold then they are rough.
93818088-cbb5-426f-89fe-4bbf305301ed,stage1_bert_young_cold,Facts: Bob is green or yellow Rules: If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice. Question: Q1: Bob is cold.,If someone is yellow then they are cold.,If someone is young then they are cold.,If someone is young then they are rough.,If someone is green then they are cold.,1,Bob is green or yellow,If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Bob is cold.,If someone is young then they are cold.
4a6003b3-be8f-4ebb-ab9c-cf0ab8db1ec3,stage1_bert_contrapositive,Facts: Bob is green or yellow Rules: If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Bob is cold.,If someone is happy then they are sad.,If someone is not young then they are not rough.,If someone is green then they are cold.,If someone is yellow then they are cold.,1,Bob is green or yellow,If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Bob is cold.,If someone is not young then they are not rough.
14e01aa0-7165-4118-b9fb-43a42bd8e646,stage1_bert_cold_rough,Facts: Emma is yellow or blue Rules: If someone is yellow then they are cold. | If someone is blue then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Emma is cold.,If someone is blue then they are cold.,If someone is cold then they are nice.,If someone is yellow then they are cold.,If someone is cold then they are rough.,3,Emma is yellow or blue,If someone is yellow then they are cold. | If someone is blue then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Emma is cold.,If someone is cold then they are rough.
873f136a-2f0f-4b40-ad41-0efa0896f5db,stage1_bert_young_cold,Facts: Emma is yellow or blue Rules: If someone is yellow then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice. Question: Q1: Emma is cold.,If someone is yellow then they are cold.,If someone is young then they are rough.,If someone is blue then they are cold.,If someone is young then they are cold.,3,Emma is yellow or blue,If someone is yellow then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Emma is cold.,If someone is young then they are cold.
ee0c0c02-c733-410f-96ee-94e5a0ebb037,stage1_bert_contrapositive,Facts: Emma is yellow or blue Rules: If someone is yellow then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Emma is cold.,If someone is yellow then they are cold.,If someone is blue then they are cold.,If someone is happy then they are sad.,If someone is not young then they are not rough.,3,Emma is yellow or blue,If someone is yellow then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Emma is cold.,If someone is not young then they are not rough.
026e669b-16b3-4b07-8522-8814a8684e75,stage1_bert_cold_rough,Facts: Anne is green or red Rules: If someone is green then they are cold. | If someone is red then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Anne is cold.,If someone is cold then they are rough.,If someone is red then they are cold.,If someone is green then they are cold.,If someone is cold then they are nice.,0,Anne is green or red,If someone is green then they are cold. | If someone is red then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Anne is cold.,If someone is cold then they are rough.
3b85b44b-6dd2-425c-aa7c-fadda0f5a787,stage1_bert_young_cold,Facts: Anne is green or red Rules: If someone is green then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice. Question: Q1: Anne is cold.,If someone is red then they are cold.,If someone is young then they are cold.,If someone is young then they are rough.,If someone is green then they are cold.,1,Anne is green or red,If someone is green then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Anne is cold.,If someone is young then they are cold.
8db004e0-370d-4f7e-bee9-945935e1af75,stage1_bert_contrapositive,Facts: Anne is green or red Rules: If someone is green then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Anne is cold.,If someone is red then they are cold.,If someone is not young then they are not rough.,If someone is happy then they are sad.,If someone is green then they are cold.,1,Anne is green or red,If someone is green then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Anne is cold.,If someone is not young then they are not rough.
41e146a5-e715-41f9-8683-2d7c4a410ae5,stage1_bert_cold_rough,Facts: Helen is yellow or blue Rules: If someone is yellow then they are cold. | If someone is blue then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Helen is cold.,If someone is cold then they are rough.,If someone is blue then they are cold.,If someone is yellow then they are cold.,If someone is cold then they are nice.,0,Helen is yellow or blue,If someone is yellow then they are cold. | If someone is blue then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is cold then they are rough.
0313f1a8-4f5e-4326-bb46-ac49ac5497f5,stage1_bert_young_cold,Facts: Helen is yellow or blue Rules: If someone is yellow then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice. Question: Q1: Helen is cold.,If someone is young then they are cold.,If someone is young then they are rough.,If someone is yellow then they are cold.,If someone is blue then they are cold.,0,Helen is yellow or blue,If someone is yellow then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is young then they are cold.
890a85ec-2417-4acf-926f-2b8920df4529,stage1_bert_contrapositive,Facts: Helen is yellow or blue Rules: If someone is yellow then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Helen is cold.,If someone is blue then they are cold.,If someone is happy then they are sad.,If someone is not young then they are not rough.,If someone is yellow then they are cold.,2,Helen is yellow or blue,If someone is yellow then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is not young then they are not rough.
3ccfad7d-9e79-4d75-8162-455a9c4cf09b,stage1_bert_cold_rough,Facts: Grace is blue or yellow Rules: If someone is blue then they are cold. | If someone is yellow then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Grace is cold.,If someone is cold then they are nice.,If someone is yellow then they are cold.,If someone is cold then they are rough.,If someone is blue then they are cold.,2,Grace is blue or yellow,If someone is blue then they are cold. | If someone is yellow then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Grace is cold.,If someone is cold then they are rough.
4f41af95-5a31-471f-b5dc-e743d41a74f0,stage1_bert_young_cold,Facts: Grace is blue or yellow Rules: If someone is blue then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice. Question: Q1: Grace is cold.,If someone is blue then they are cold.,If someone is young then they are rough.,If someone is young then they are cold.,If someone is yellow then they are cold.,2,Grace is blue or yellow,If someone is blue then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Grace is cold.,If someone is young then they are cold.
d1cecc07-90ee-4af4-b2b8-a5feb83550af,stage1_bert_contrapositive,Facts: Grace is blue or yellow Rules: If someone is blue then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Grace is cold.,If someone is blue then they are cold.,If someone is not young then they are not rough.,If someone is yellow then they are cold.,If someone is happy then they are sad.,1,Grace is blue or yellow,If someone is blue then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Grace is cold.,If someone is not young then they are not rough.
54e5e9a6-e2a0-40fc-a503-720532f28b38,stage1_bert_cold_rough,Facts: Bob is yellow or green Rules: If someone is yellow then they are cold. | If someone is green then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Bob is cold.,If someone is yellow then they are cold.,If someone is cold then they are nice.,If someone is green then they are cold.,If someone is cold then they are rough.,3,Bob is yellow or green,If someone is yellow then they are cold. | If someone is green then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Bob is cold.,If someone is cold then they are rough.
3a8ad8ef-7721-4c89-b6bd-e307892022f8,stage1_bert_young_cold,Facts: Bob is yellow or green Rules: If someone is yellow then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice. Question: Q1: Bob is cold.,If someone is young then they are rough.,If someone is green then they are cold.,If someone is young then they are cold.,If someone is yellow then they are cold.,2,Bob is yellow or green,If someone is yellow then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Bob is cold.,If someone is young then they are cold.
1da25026-80d0-4abf-b0e5-80eb4f1d7d6f,stage1_bert_contrapositive,Facts: Bob is yellow or green Rules: If someone is yellow then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Bob is cold.,If someone is green then they are cold.,If someone is not young then they are not rough.,If someone is happy then they are sad.,If someone is yellow then they are cold.,1,Bob is yellow or green,If someone is yellow then they are cold. | If someone is green then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Bob is cold.,If someone is not young then they are not rough.
9b9a161c-0655-4dfa-a2b3-50614bd56fef,stage1_bert_cold_rough,Facts: Helen is blue or red Rules: If someone is blue then they are cold. | If someone is red then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Helen is cold.,If someone is cold then they are nice.,If someone is cold then they are rough.,If someone is red then they are cold.,If someone is blue then they are cold.,1,Helen is blue or red,If someone is blue then they are cold. | If someone is red then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is cold then they are rough.
b2737c40-5583-4cf5-b9d4-33051027f5d6,stage1_bert_young_cold,Facts: Helen is blue or red Rules: If someone is blue then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice. Question: Q1: Helen is cold.,If someone is young then they are rough.,If someone is red then they are cold.,If someone is blue then they are cold.,If someone is young then they are cold.,3,Helen is blue or red,If someone is blue then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is young then they are cold.
376263be-ba29-4be4-a8b5-6397509c40b3,stage1_bert_contrapositive,Facts: Helen is blue or red Rules: If someone is blue then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Helen is cold.,If someone is happy then they are sad.,If someone is blue then they are cold.,If someone is not young then they are not rough.,If someone is red then they are cold.,2,Helen is blue or red,If someone is blue then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is not young then they are not rough.
a66f81bd-0215-4e46-8282-cd0dc7294fdb,stage1_bert_cold_rough,Facts: Frank is blue or yellow Rules: If someone is blue then they are cold. | If someone is yellow then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Frank is cold.,If someone is cold then they are rough.,If someone is yellow then they are cold.,If someone is cold then they are nice.,If someone is blue then they are cold.,0,Frank is blue or yellow,If someone is blue then they are cold. | If someone is yellow then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Frank is cold.,If someone is cold then they are rough.
c80d8a0a-d7dd-4891-8ff9-b0ada9918fb1,stage1_bert_young_cold,Facts: Frank is blue or yellow Rules: If someone is blue then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice. Question: Q1: Frank is cold.,If someone is young then they are cold.,If someone is young then they are rough.,If someone is yellow then they are cold.,If someone is blue then they are cold.,0,Frank is blue or yellow,If someone is blue then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Frank is cold.,If someone is young then they are cold.
c2833abd-e7e2-400e-a7a7-f59891dfd205,stage1_bert_contrapositive,Facts: Frank is blue or yellow Rules: If someone is blue then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Frank is cold.,If someone is yellow then they are cold.,If someone is not young then they are not rough.,If someone is blue then they are cold.,If someone is happy then they are sad.,1,Frank is blue or yellow,If someone is blue then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Frank is cold.,If someone is not young then they are not rough.
276b7bc7-383b-4222-85ee-9e9fbc8289d6,stage1_bert_cold_rough,Facts: Anne is blue or red Rules: If someone is blue then they are cold. | If someone is red then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Anne is cold.,If someone is red then they are cold.,If someone is cold then they are nice.,If someone is blue then they are cold.,If someone is cold then they are rough.,3,Anne is blue or red,If someone is blue then they are cold. | If someone is red then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Anne is cold.,If someone is cold then they are rough.
8d197e08-7161-46cb-8472-e8b190946006,stage1_bert_young_cold,Facts: Anne is blue or red Rules: If someone is blue then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice. Question: Q1: Anne is cold.,If someone is blue then they are cold.,If someone is young then they are rough.,If someone is red then they are cold.,If someone is young then they are cold.,3,Anne is blue or red,If someone is blue then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Anne is cold.,If someone is young then they are cold.
870b73c9-aada-460f-bff1-2f358eabc944,stage1_bert_contrapositive,Facts: Anne is blue or red Rules: If someone is blue then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Anne is cold.,If someone is happy then they are sad.,If someone is blue then they are cold.,If someone is not young then they are not rough.,If someone is red then they are cold.,2,Anne is blue or red,If someone is blue then they are cold. | If someone is red then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Anne is cold.,If someone is not young then they are not rough.
e96244bf-7a8d-4181-aff2-c63054601cc0,stage1_bert_cold_rough,Facts: Emma is green or yellow Rules: If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Emma is cold.,If someone is yellow then they are cold.,If someone is green then they are cold.,If someone is cold then they are nice.,If someone is cold then they are rough.,3,Emma is green or yellow,If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Emma is cold.,If someone is cold then they are rough.
fd384a54-d59d-4843-9fd3-18ea073850c8,stage1_bert_young_cold,Facts: Emma is green or yellow Rules: If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice. Question: Q1: Emma is cold.,If someone is young then they are rough.,If someone is green then they are cold.,If someone is young then they are cold.,If someone is yellow then they are cold.,2,Emma is green or yellow,If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Emma is cold.,If someone is young then they are cold.
a725d522-74ff-4d47-8cc2-1fc966db8df5,stage1_bert_contrapositive,Facts: Emma is green or yellow Rules: If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Emma is cold.,If someone is green then they are cold.,If someone is not young then they are not rough.,If someone is happy then they are sad.,If someone is yellow then they are cold.,1,Emma is green or yellow,If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Emma is cold.,If someone is not young then they are not rough.
ae0301ee-ec2a-45ab-9301-7428a319c42d,stage1_bert_cold_rough,Facts: Helen is green or yellow Rules: If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Helen is cold.,If someone is green then they are cold.,If someone is cold then they are rough.,If someone is cold then they are nice.,If someone is yellow then they are cold.,1,Helen is green or yellow,If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is cold then they are rough.
b2014a17-f4f2-47b5-aaa6-39c98e2c9655,stage1_bert_young_cold,Facts: Helen is green or yellow Rules: If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice. Question: Q1: Helen is cold.,If someone is yellow then they are cold.,If someone is young then they are cold.,If someone is young then they are rough.,If someone is green then they are cold.,1,Helen is green or yellow,If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is young then they are cold.
39fa232f-a70d-4c04-a40a-12bd784ca18c,stage1_bert_contrapositive,Facts: Helen is green or yellow Rules: If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Helen is cold.,If someone is green then they are cold.,If someone is happy then they are sad.,If someone is yellow then they are cold.,If someone is not young then they are not rough.,3,Helen is green or yellow,If someone is green then they are cold. | If someone is yellow then they are cold. | If someone is cold then they are rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Helen is cold.,If someone is not young then they are not rough.
a484d56b-5805-4b0e-9af7-553322ae7c76,stage1_bert_cold_rough,Facts: Claire is red or blue Rules: If someone is red then they are cold. | If someone is blue then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice. Question: Q1: Claire is cold.,If someone is cold then they are nice.,If someone is cold then they are rough.,If someone is red then they are cold.,If someone is blue then they are cold.,1,Claire is red or blue,If someone is red then they are cold. | If someone is blue then they are cold. | If someone is not young then they are not rough. | If someone is young then they are cold. | If someone is young then they are nice.,Q1: Claire is cold.,If someone is cold then they are rough.
36347ec9-b96b-4c0e-9035-52bacc911486,stage1_bert_young_cold,Facts: Claire is red or blue Rules: If someone is red then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice. Question: Q1: Claire is cold.,If someone is young then they are rough.,If someone is red then they are cold.,If someone is young then they are cold.,If someone is blue then they are cold.,2,Claire is red or blue,If someone is red then they are cold. | If someone is blue then they are cold. | If someone is cold then they are rough. | If someone is not young then they are not rough. | If someone is young then they are nice.,Q1: Claire is cold.,If someone is young then they are cold.
